,freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
117,,None_f117,acid_bass_trimmed.wav,479232,483328,0.015757862478494644,-911.0995,305.80414,50.54498,28.388992,46.827187,15.983551,15.48024,15.401043,6.10577,10.951763,8.136322,3.0252457,5.2615967
118,,None_f118,acid_bass_trimmed.wav,483328,487424,0.007555942051112652,-964.9309,286.70132,74.09358,18.692902,41.36036,26.001534,9.772583,14.290798,11.168407,7.260914,8.865562,4.684967,2.208622
119,,None_f119,acid_bass_trimmed.wav,487424,491520,0.003593632485717535,-1012.2197,262.0742,93.21527,18.589874,30.549385,32.783485,12.636887,7.7262955,13.343487,9.994915,4.9955215,5.5039177,5.147537
120,,None_f120,acid_bass_trimmed.wav,491520,495616,0.0016969124553725123,-1052.885,234.01382,105.02319,26.599747,21.39573,30.635735,19.426895,6.7718887,8.761837,12.423962,7.552803,2.7654533,4.3631134
121,,None_f121,acid_bass_trimmed.wav,495616,499712,0.0007982123061083257,-1088.5958,204.74881,110.02075,37.713013,17.916851,23.842644,22.148346,11.325558,6.4334373,9.263668,9.642082,5.08778,2.7230873
122,,None_f122,acid_bass_trimmed.wav,499712,503808,0.00037430430529639125,-1120.5787,175.26941,109.41608,48.867554,20.02375,17.256042,19.638641,15.675549,9.020565,6.2550774,7.0186844,6.981846,4.983925
123,,None_f123,acid_bass_trimmed.wav,503808,507904,0.00017803243827074766,-1148.8303,146.70966,103.92151,57.478714,26.025383,14.3454895,14.476669,15.555279,12.638302,7.7821007,4.910652,4.9983788,5.89711
124,,None_f124,acid_bass_trimmed.wav,507904,512000,8.05004165158607e-05,-1172.9036,119.925865,93.53308,61.178226,33.67144,17.200287,11.421982,11.484692,12.054531,10.47826,7.3133774,4.583004,3.5876846
125,,None_f125,acid_bass_trimmed.wav,512000,516096,3.500579987303354e-05,-1191.8901,97.04114,80.36366,58.367416,37.128685,21.271141,12.484314,9.539547,9.565762,9.760883,8.628044,6.240246,3.639534
126,,None_f126,acid_bass_trimmed.wav,516096,520192,1.7051892427843995e-05,-1209.2069,75.42873,66.16969,53.110397,38.997368,26.375175,16.894882,11.008053,8.106701,6.997921,6.479454,5.7777367,4.700203
127,,None_f127,acid_bass_trimmed.wav,520192,524288,7.606576218677219e-06,-1224.0022,56.331257,51.974575,45.38356,37.42562,29.074623,21.236603,14.605923,9.575909,6.220806,4.3429337,3.5663795,3.4487457
128,,None_f128,acid_bass_trimmed.wav,524288,528384,3.400859895918984e-06,-1234.982,41.577442,39.39819,35.98793,31.649834,26.755196,21.697784,16.849651,12.519985,8.925732,6.175682,4.270199,3.1149368
